STUDY ACCESSION,Cleaned_Ancestry,Cleaned_Ancestry_Size
GCST003272,European,35352
GCST003272,South Asian,33126
GCST003273,East Asian,31516
GCST003273,European,35352
GCST003273,South Asian,33126
GCST003275,East Asian,31516
GCST003275,European,35352
GCST003275,South Asian,33126
GCST003274,East Asian,31516
GCST003274,European,35352
GCST003274,South Asian,33126
GCST003276,East Asian,31516
GCST003276,European,35352
GCST003276,South Asian,33126
GCST003127,African American,2895
GCST003123,European,49
GCST003123,European,549
GCST003124,European,107
GCST003124,European,549
GCST003125,European,49
GCST003125,European,107
GCST003125,European,549
GCST003126,European,49
GCST003126,European,107
GCST005538,European,1726
GCST005538,European,5482
GCST003121,European,1374
GCST003121,European,6468
GCST003122,Sardinian,6602
GCST003120,European,63030
GCST006051,European,2556
GCST006051,European,15651
GCST006052,European,931
GCST006052,European,15651
GCST006053,European,879
GCST006053,European,15651
GCST003119,European,3861
GCST003118,Korean,263
GCST003118,Korean,218
GCST003116,European,42096
GCST003116,African American,361
GCST003116,Hispanic American,758
GCST003116,South Asian,12658
GCST003116,Lebanese,1802
GCST003116,East Asian,3614
GCST003116,European,99121
GCST003116,African American,2778
GCST003116,Hispanic American,3337
GCST003116,South Asian,12899
GCST003116,Lebanese,466
GCST003116,East Asian,7709
GCST003117,European,27509
GCST003117,African American,130
GCST003117,Hispanic American,278
GCST003117,South Asian,10257
GCST003117,Lebanese,288
GCST003117,East Asian,1687
GCST003117,European,99121
GCST003117,African American,2778
GCST003117,Hispanic American,3337
GCST003117,South Asian,12899
GCST003117,Lebanese,466
GCST003117,East Asian,7709
GCST003115,European,311
GCST003115,European,2641
GCST003114,Chinese,810
GCST003112,European,2484
GCST003112,African American,70
GCST003112,Native American or Alaska Native,2
GCST003112,Asian American,85
GCST003112,Native Hawaiian or Pacific,7
GCST003111,European,2484
GCST003111,African American,70
GCST003111,Native American or Alaska Native,2
GCST003111,Asian American,85
GCST003111,Native Hawaiian or Pacific,7
GCST003113,European,215
GCST003113,European,152
GCST003113,European,45
GCST003113,European,190
GCST003110,Puerto Rican,447
GCST006583,European,507
GCST006583,Asian,61
GCST006583,American,7
GCST006583,Hispanic,2
GCST006074,European,243
GCST006074,African American,149
GCST006074,Hispanic American,100
GCST006073,European,243
GCST006073,African American,149
GCST006073,Hispanic American,100
GCST003107,Puerto Rican,447
GCST006072,European American,243
GCST006072,African American,149
GCST006072,Hispanic American,100
GCST006072,European American,243
GCST006072,African American,189
GCST006072,Hispanic American,102
GCST006069,European American,243
GCST006069,African American,149
GCST006069,Hispanic American,100
GCST006069,European American,243
GCST006069,African American,189
GCST006069,Hispanic American,102
GCST006071,European American,243
GCST006071,African American,149
GCST006071,Hispanic American,100
GCST006070,European American,243
GCST006070,African American,149
GCST006070,Hispanic American,100
GCST006070,European American,243
GCST006070,African American,189
GCST006070,Hispanic American,102
GCST003108,European,189
GCST003109,European,189
GCST003106,Icelandic,2894
GCST003106,Icelandic,206485
GCST003105,Icelandic,2678
GCST003105,Icelandic,206701
GCST003104,Japanese,156
GCST003104,Japanese,620
GCST003103,European,661
GCST003103,European,487
GCST003101,Han Chinese,826
GCST003102,Han Chinese,826
GCST003098,African American,1564
GCST003098,African American,369
GCST003098,African American,1288
GCST003098,American Indian,538
GCST003098,American Indian,319
GCST003098,European,342
GCST003098,European,404
GCST003098,Mexican,779
GCST003098,Mexican,594
GCST003099,African American,1564
GCST003099,African American,369
GCST003099,African American,1288
GCST003099,American Indian,538
GCST003099,American Indian,319
GCST003099,European,342
GCST003099,European,404
GCST003099,Mexican,779
GCST003099,Mexican,594
GCST003097,European,97
GCST003097,European,107
GCST003097,European,100
GCST003097,European,173
GCST003097,European,254
GCST003097,European,308
GCST003097,European,865
GCST003097,European,1086
GCST003097,European,1123
GCST003097,European,1922
GCST003097,European,10718
GCST003095,European,737
GCST003096,European,737
GCST003094,European,1442
GCST003094,European,2439
GCST003089,European,706
GCST003090,European,723
GCST003088,European,2964
GCST003088,African American,683
GCST003092,European,1710
GCST003092,European,4724
GCST003093,Japanese,148
GCST003091,European,723
GCST005269,European,645
GCST006216,European,2064
GCST006216,European,896
GCST006216,European,2455
GCST006216,European,328917
GCST005275,Swedish,3555
GCST005275,Swedish,15581
GCST005145,Japanese,7704
GCST005097,European,1553
GCST005097,European,4340
GCST005154,European,193
GCST005154,European,753
GCST005155,European,752
GCST005155,European,753
GCST005157,European,332
GCST005157,European,753
GCST005156,European,247
GCST005156,European,753
GCST005106,European,4739
GCST007061,European,2145
GCST007060,European,1828
GCST007059,European,2145
GCST007042,European,1828
GCST005144,European,1345
GCST005117,Sirente,286
GCST005122,Sirente,286
GCST005119,Sirente,286
GCST005123,Sirente,286
GCST005120,Sirente,286
GCST005118,Sirente,286
GCST005121,Sirente,286
GCST005143,Bangladeshi,5075
GCST005116,British,25662
GCST005116,British,17928
GCST005083,European,12596
GCST005114,European,53236
GCST005114,European,322154
GCST005114,European,210088
GCST006632,European,335
GCST006632,European,79
GCST006632,European,192
GCST005080,Hispanic,14756
GCST005079,African,56
GCST005079,Asian,121
GCST005079,European,128
GCST005079,Latin/South American,145
GCST005079,African,91
GCST005079,Asian,246
GCST005079,European,448
GCST005079,Latin/South American,905
GCST005057,Chinese,342
GCST005057,Chinese,1731
GCST007919,Japanese,5636
GCST007917,Japanese,5636
GCST007918,Japanese,5847
GCST007916,Japanese,847
GCST007916,Japanese,4640
GCST007920,Japanese,606
GCST007920,Japanese,1040
GCST005048,Japanese,1547
GCST005048,Japanese,59103
GCST005128,European,8050
GCST005133,European,2080
GCST005133,European,6435
GCST005107,Korean,325
GCST005107,Korean,2603
GCST005044,European,1156
GCST005044,European,1156
GCST005045,European,1147
GCST005045,European,3789
GCST005039,European,123
GCST005039,European,191
GCST005093,East Asian,377
GCST005094,East Asian,377
GCST005041,European,314
GCST005040,European,314
GCST005084,East Asian,377
GCST005163,Swedish,3344
GCST005166,Swedish,3344
GCST005165,Swedish,3344
GCST005161,Swedish,3344
GCST005160,Swedish,3344
GCST005164,Swedish,3344
GCST005167,Swedish,3344
GCST005162,Swedish,3344
GCST005095,East Asian,377
GCST005096,East Asian,377
GCST005159,Swedish,3344
GCST005043,Chinese,200
GCST005043,Chinese,228
GCST005053,Dutch,5901
GCST005054,Dutch,5901
GCST005055,Dutch,5901
GCST005056,Dutch,5901
GCST005052,Dutch,5901
GCST005130,Korean,8842
GCST005131,Korean,8842
GCST005129,Korean,8842
GCST005042,European,15126
GCST005042,European,95725
GCST005125,European,5265
GCST005125,Val Borbera,1541
GCST005125,Carlantino,281
GCST005125,Korkulan,889
GCST005126,European,5265
GCST005126,Val Borbera,1541
GCST005126,Carlantino,281
GCST005126,Korkulan,889
GCST005111,European,207
GCST005111,European,2774
GCST005112,European,131
GCST005112,European,493
GCST005110,European,69
GCST005110,European,2144
GCST005132,Korean,8842
GCST005124,European,5810
GCST005124,Val Borbera,1541
GCST005124,Carlantino,281
GCST005124,Korkulan,889
GCST005124,Split,489
GCST005127,Korean,8842
GCST005236,African American,1036
GCST005513,Finnish,8372
GCST005512,Finnish,8372
GCST005511,Finnish,8372
GCST005510,Finnish,8372
GCST005509,Finnish,8372
GCST005508,Finnish,8372
GCST005507,Finnish,8372
GCST005506,Finnish,8372
GCST005505,Finnish,8372
GCST005504,Finnish,8372
GCST005503,Finnish,8372
GCST005502,Finnish,8372
GCST005501,Finnish,8372
GCST005500,Finnish,8372
GCST005499,Finnish,8372
GCST005497,Finnish,8372
GCST005498,Finnish,8372
GCST005496,Finnish,8372
GCST005495,Finnish,8372
GCST005494,Finnish,8372
GCST005493,Finnish,8372
GCST005492,Finnish,8372
GCST005491,Finnish,8372
GCST005490,Finnish,8372
GCST005489,Finnish,8372
GCST005488,Finnish,8372
GCST005487,Finnish,8372
GCST005486,Finnish,8372
GCST005485,Finnish,8372
GCST005484,Finnish,8372
GCST005483,Finnish,8372
GCST005482,Finnish,8372
GCST005481,Finnish,8372
GCST005480,Finnish,8372
GCST005479,Finnish,8372
GCST005478,Finnish,8372
GCST005477,Finnish,8372
GCST005476,Finnish,8372
GCST005475,Finnish,8372
GCST005474,Finnish,8372
GCST005473,Finnish,8372
GCST005472,Finnish,8372
GCST005471,Finnish,8372
GCST005470,Finnish,8372
GCST005469,Finnish,8372
GCST005468,Finnish,8372
GCST005467,Finnish,8372
GCST005466,Finnish,8372
GCST005465,Finnish,8372
GCST005464,Finnish,8372
GCST005463,Finnish,8372
GCST005462,Finnish,8372
GCST005461,Finnish,8372
GCST005460,Finnish,8372
GCST005459,Finnish,8372
GCST005458,Finnish,8372
GCST005454,Finnish,8372
GCST005453,Finnish,8372
GCST005452,Finnish,8372
GCST005451,Finnish,8372
GCST005450,Finnish,8372
GCST005457,Finnish,8372
GCST005456,Finnish,8372
GCST005455,Finnish,8372
GCST005449,Finnish,8372
GCST005448,Finnish,8372
GCST005447,Finnish,8372
GCST005446,Finnish,8372
GCST005445,Finnish,8372
GCST005444,Finnish,8372
GCST005443,Finnish,8372
GCST005442,Finnish,8372
GCST005038,European,180129
GCST005038,European,180709
GCST005051,African American,677
GCST005051,African American,544
GCST005051,Asian,115
GCST005051,Asian,113
GCST005051,European,1825
GCST005051,European,3902
GCST005051,Hispanic,7492
GCST005051,Hispanic,5065
GCST005050,African American,677
GCST005050,African American,544
GCST005050,Asian,115
GCST005050,Asian,113
GCST005050,European,1825
GCST005050,European,3902
GCST005050,Hispanic,7492
GCST005050,Hispanic,5065
GCST005049,African American,1221
GCST005049,Asian,228
GCST005049,European,5727
GCST005049,Hispanic,12557
GCST006120,European,12169
GCST006120,Black,2078
GCST005115,European,820
GCST005022,African American,3041
GCST005022,European,1618
GCST004998,Korean,120
GCST004998,Korean,118
GCST005028,African,114
GCST005028,African,69
GCST005028,African,41
GCST005028,European,116
GCST005028,European,86
GCST005028,European,165
GCST005027,African,114
GCST005027,African,69
GCST005027,African,41
GCST005027,European,116
GCST005027,European,86
GCST005027,European,165
GCST005026,African,114
GCST005026,African,69
GCST005026,African,41
GCST005026,European,116
GCST005026,European,86
GCST005026,European,165
GCST005035,Swedish,4134
GCST005025,African,114
GCST005025,African,69
GCST005025,African,41
GCST005025,African,76
GCST005025,European,116
GCST005025,European,86
GCST005025,European,165
GCST005025,European,182
GCST005024,African,114
GCST005024,African,69
GCST005024,African,41
GCST005024,African,76
GCST005024,European,116
GCST005024,European,86
GCST005024,European,165
GCST005024,European,182
GCST005023,African,114
GCST005023,African,69
GCST005023,African,41
GCST005023,African,76
GCST005023,European,116
GCST005023,European,86
GCST005023,European,165
GCST005023,European,182
GCST004988,European,76192
GCST004988,European,63082
GCST004987,European,434
GCST004987,African,202
GCST004985,Japanese,295
GCST005075,European,7784
GCST005075,European,7782
GCST005077,European,14135
GCST005077,European,58126
GCST005077,European,7784
GCST005077,European,7782
GCST004989,African American,26
GCST004989,Hispanic,34
GCST004989,European,13
GCST004989,Native American,6
GCST004989,African American,41
GCST004989,Hispanic,40
GCST004989,European,36
GCST004989,Native American,15
GCST004990,European,20328
GCST004984,Japanese,295
GCST005076,European,14135
GCST005076,European,58126
GCST004978,European,169
GCST004978,European,2387
GCST005911,European,159
GCST005911,European,4370
GCST005909,European,1097
GCST005909,European,5918
GCST004977,European,288
GCST004977,European,2387
GCST004980,European,230
GCST004980,European,2387
GCST004979,European,497
GCST004979,European,2387
GCST004986,European,602
GCST004986,European,3366
GCST005910,European,1399
GCST005910,European,11937
GCST004981,Japanese,1105
GCST004981,Japanese,832
GCST004983,European,586626
GCST004983,African,19433
GCST006036,Japanese,282
GCST006036,Japanese,426
GCST006039,European,1068
GCST006039,European,3327
GCST006038,European,1170
GCST006038,European,3336
GCST004951,European,1167
GCST004951,European,3625
GCST005033,European,10555
GCST005034,European,7681
GCST005029,European,7704
GCST004946,Chinese,7699
GCST004946,European,35476
GCST004946,Chinese,18327
GCST004946,European,46839
GCST004955,African American,454
GCST004955,African American,1087
GCST004955,European,444
GCST004955,European,992
GCST005147,Austrian,855
GCST005147,European,3439
GCST005153,Austrian,636
GCST005153,Austrian,855
GCST005152,Austrian,978
GCST005152,Austrian,855
GCST004956,African American,454
GCST004956,African American,1087
GCST004956,European,444
GCST004956,European,992
GCST004956,African American,231
GCST004956,African American,401
GCST004956,European,142
GCST004956,European,173
GCST005030,European,8641
GCST005031,European,16434
GCST005032,European,8559
GCST005151,Austrian,636
GCST005151,European,4294
GCST005150,Austrian,978
GCST005150,Austrian,636
GCST005150,European,4294
GCST005149,Austrian,978
GCST005149,European,4294
GCST004945,Chinese,469
GCST004954,European,7054
GCST004954,European,7926
GCST006489,European,7054
GCST006490,European,7926
GCST004895,Finnish,1701
GCST004895,Finnish,14082
GCST006804,British,116666
GCST004952,European,1421
GCST004952,Hispanic/Latino,154
GCST004952,East Asian,121
GCST004952,European,81843
GCST004952,Hispanic/Latino,8406
GCST004952,East Asian,7397
GCST004922,Chinese,972
GCST004922,Gambian,1316
GCST004922,Chinese,1537
GCST004922,Gambian,1382
GCST004923,Chinese,972
GCST004923,Chinese,1537
GCST006173,European,25513
GCST004901,Chinese,1234
GCST004901,Chinese,2850
GCST004901,European,12577
GCST004901,European,23475
GCST004918,European,4931
GCST005009,European,40600
GCST005009,European,90039
GCST005008,European,6812
GCST005008,European,113837
GCST005007,European,52487
GCST005007,European,22017
GCST005004,European,1425
GCST005004,European,218180
GCST005002,European,17457
GCST005002,European,68446
GCST005020,European,12000
GCST005020,European,71597
GCST005013,European,46936
GCST005013,European,74874
GCST005014,European,60098
GCST005014,European,113323
GCST005012,European,35000
GCST005012,European,33478
GCST005021,European,5291
GCST005021,European,79622
GCST005019,European,43826
GCST005019,European,15720
GCST005018,European,1115
GCST005018,European,88076
GCST005017,European,2442
GCST005017,European,217137
GCST005016,European,38219
GCST005016,European,47279
GCST005015,European,4138
GCST005015,European,85089
GCST005011,European,52218
GCST005011,European,10235
GCST005010,European,842
GCST005010,European,82778
GCST005006,European,4426
GCST005006,European,84290
GCST005005,European,24994
GCST005005,European,37451
GCST005003,European,31227
GCST005003,European,54153
GCST005000,European,25108
GCST005000,European,63332
GCST005001,European,16711
GCST005001,European,118152
GCST004999,European,107769
GCST004999,European,15982
GCST004953,European,74
GCST004953,European,241
GCST004897,European,147
GCST004885,European,260
GCST004885,European,5109
GCST004884,European,69
GCST004884,European,5109
GCST004993,Han Chinese,93
GCST004993,Han Chinese,134
GCST004896,European,289
GCST004994,Han Chinese,93
GCST004994,Han Chinese,134
GCST004883,European,113
GCST004883,European,5109
GCST004997,Han Chinese,93
GCST004997,Han Chinese,134
GCST004991,Han Chinese,93
GCST004991,Han Chinese,134
GCST004995,Han Chinese,93
GCST004995,Han Chinese,134
GCST004996,Han Chinese,93
GCST004996,Han Chinese,134
GCST004992,Han Chinese,93
GCST004992,Han Chinese,134
GCST006037,Chinese,502
GCST006037,Chinese,749
GCST005877,Taiwanese Han Chinese,1811
GCST005877,Taiwanese Han Chinese,8489
GCST005876,Taiwanese Han Chinese,1811
GCST005876,Taiwanese Han Chinese,8489
GCST005875,Taiwanese Han Chinese,1811
GCST005875,Taiwanese Han Chinese,8489
GCST005874,Taiwanese Han Chinese,1811
GCST005874,Taiwanese Han Chinese,8489
GCST005873,Taiwanese Han Chinese,1811
GCST005873,Taiwanese Han Chinese,8489
GCST005872,Taiwanese Han Chinese,1811
GCST005872,Taiwanese Han Chinese,8489
GCST005871,Taiwanese Han Chinese,1811
GCST005871,Taiwanese Han Chinese,8489
GCST006040,European,925
GCST006040,European,735
GCST004976,African American,954
GCST004881,African American,742
GCST004881,African American,475
GCST004942,Hispanic,208
GCST004943,Hispanic,46
GCST004943,Hispanic,110
GCST004938,Hispanic,208
GCST004893,European,311
GCST004893,African,83
GCST004893,Hispanic/Latino,79
GCST004893,European,6228
GCST004893,African,1689
GCST004893,Hispanic/Latino,1861
GCST004903,European,88355
GCST004903,East Asian,18472
GCST004903,South Asian,7572
GCST004903,African American,7564
GCST007953,East Asian,18472
GCST007952,African American,7564
GCST007954,European,88355
GCST007951,South Asian,7572
GCST004904,Japanese,72390
GCST004904,Japanese,85894
GCST004902,European,20184
GCST004902,European,397324
GCST004941,European,5414
GCST004941,European,4308
GCST005972,European,272
GCST005972,European,174
GCST005972,European,2098
GCST005972,European,929
GCST005063,European,5574
GCST005063,European,4387
GCST005068,European,5574
GCST005068,European,4387
GCST005070,European,5498
GCST005070,European,4320
GCST005073,European,5482
GCST005073,European,4263
GCST005074,European,4259
GCST005072,European,5499
GCST005072,European,4319
GCST005071,European,5455
GCST005071,European,4277
GCST005067,European,5350
GCST005067,European,4191
GCST005060,European,5392
GCST005060,European,4275
GCST005058,European,5482
GCST005058,European,4314
GCST005971,European,152
GCST005971,European,3027
GCST005970,European,160
GCST005970,European,3027
GCST005969,European,134
GCST005969,European,3027
GCST005968,European,253
GCST005968,European,3027
GCST005967,European,333
GCST005967,European,3027
GCST005966,European,410
GCST005966,European,3027
GCST005965,European,193
GCST005965,European,3027
GCST005069,European,5467
GCST005069,European,4280
GCST005066,European,5497
GCST005066,European,4306
GCST005065,European,5495
GCST005065,European,4322
GCST005064,European,5321
GCST005064,European,4142
GCST005062,European,5468
GCST005062,European,4294
GCST005061,European,5451
GCST005061,European,4282
GCST005059,European,5501
GCST005059,European,4323
GCST004859,East Asian,165
GCST004859,East Asian,84
GCST004859,East Asian,783
GCST004859,East Asian,217
GCST004940,European,5458
GCST004940,European,4273
GCST004939,European,5288
GCST004939,European,4148
GCST004898,European,3331
GCST004898,European,40236
GCST004899,European,43568
GCST004858,European,3871
GCST004858,European,4686
GCST004930,Orcadian,1960
GCST004925,Orcadian,1960
GCST004926,Orcadian,1960
GCST004924,Orcadian,1960
GCST004927,Orcadian,1960
GCST004928,Orcadian,1960
GCST004929,Orcadian,1960
GCST004932,Orcadian,1960
GCST004931,Orcadian,1960
GCST004890,Hispanic,12278
GCST004889,Hispanic,12278
GCST004892,Hispanic,12278
GCST004840,Japanese,529
GCST004840,Japanese,521
GCST004888,Hispanic,12278
GCST006288,European,76067
GCST006288,European,66420
GCST004894,South Asian,6353
GCST004894,South Asian,7179
GCST004894,European,3871
GCST004894,European,16427
GCST004839,Japanese,529
GCST004839,Japanese,521
GCST004891,Hispanic,12278
GCST004873,European,171
GCST004873,European,2934
GCST004825,Korean,234
GCST004825,Korean,3413
GCST005549,European,16097
GCST005549,European,18077
GCST004947,Japanese,23
GCST004947,Japanese,2002
GCST006145,Hispanic,4052
GCST006145,Hispanic,4606
GCST004783,Finnish,60
GCST004783,Finnish,114
GCST004801,Japanese,256
GCST004838,European,249796
GCST004838,European and South Asian,15420
GCST004838,European and South Asian,15062
GCST004779,African American,3999
GCST004779,African American,4764
GCST004802,Japanese,256
GCST004803,Japanese,256
GCST004782,Greater Middle Eastern,67
GCST004782,Greater Middle Eastern,214
GCST007727,Hispanic,203
GCST007727,Native American,96
GCST004778,Han Chinese,1033
GCST004778,Han Chinese,950
GCST004823,Chinese,139
GCST004833,European,2866
GCST004833,European,6481
GCST004780,European,7703
GCST004831,European,7486
GCST005137,European,448
GCST005137,North African,47
GCST005139,European,448
GCST005139,North African,47
GCST005138,European,448
GCST005138,North African,47
GCST005136,European,448
GCST005136,North African,47
GCST004832,European,7486
GCST004828,European,7486
GCST005140,European,448
GCST005140,North African,47
GCST005135,European,448
GCST005135,North African,47
GCST005134,European,448
GCST005134,North African,47
GCST004829,European,7486
GCST004827,European,7486
GCST004830,European,7486
GCST004786,European,48
GCST004786,European,2905
GCST004784,European,90
GCST004784,European,93
GCST005858,European,22
GCST005858,European,2984
GCST005857,European,30
GCST005857,European,2977
GCST005856,European,127
GCST005856,European,2822
GCST005860,European,188
GCST005860,European,3147
GCST005855,European,188
GCST005855,European,3147
GCST005852,European,419
GCST005852,European,2897
GCST005859,European,874
GCST005859,European,2444
GCST005854,European,75
GCST005854,European,3159
GCST005853,European,107
GCST005853,European,3159
GCST004835,Mexican,411
GCST004834,Mexican,411
GCST004813,Japanese,803
GCST004813,Japanese,321
GCST004982,African American,5454
GCST004982,West African,474
GCST004982,African American and African,4274
GCST004982,African American,6328
GCST004982,West African,458
GCST004982,African American and African,4024
GCST004872,European,16042
GCST004872,European,17734
GCST004781,European,36
GCST004781,European,5170
GCST004826,European,37678
GCST004826,African,6778
GCST004880,European,17008
GCST004880,European,12171
GCST004880,European,94016
GCST004824,European,33955
GCST004824,African,6778
GCST004871,European,15413
GCST004871,European,16351
GCST004870,European,16122
GCST004870,European,17810
GCST004869,European,15407
GCST004869,European,16350
GCST004868,European,16144
GCST004868,European,17832
GCST004789,European,391
GCST004788,European,1191
GCST004836,Chinese,5152
GCST004837,Chinese,5152
GCST004790,European,800
GCST004967,European,212
GCST004769,Mexican,390
GCST004769,Bangladeshi,490
GCST004962,European,481
GCST004860,European,1959
GCST004860,European,1488
GCST004860,European,4552
GCST004768,Mexican,390
GCST004768,Bangladeshi,490
GCST004886,European,59088
GCST004886,European,53029
GCST004887,European,108309
GCST004772,European,8327
GCST004770,European,8327
GCST004767,Han Chinese,94
GCST004767,Han Chinese,91
GCST004771,European,8327
GCST004777,European,150134
GCST004766,European,781
GCST004766,African American,138
GCST004765,European,781
GCST004765,African American,138
GCST004764,European,781
GCST004764,African American,138
GCST004800,European,10817
GCST004775,European,150134
GCST004776,European,150134
GCST004763,European,781
GCST004763,African American,138
GCST004726,European,2619
GCST004726,European,38213
GCST005037,European,27488
GCST005037,Old Order Amish,842
GCST005036,European,37450
GCST005036,Old Order Amish,842
GCST004756,German,1331
GCST004756,German,1934
GCST005752,European,6748
GCST005752,European,11516
GCST005752,African American,2970
GCST005752,African American,2452
GCST005752,Hispanic,1872
GCST005752,Hispanic,2016
GCST007400,European,6748
GCST007400,European,11516
GCST007990,European,4831
GCST007990,European,115455
GCST004755,German,1110
GCST004755,European,400
GCST004755,German,1750
GCST004757,German,1331
GCST004757,German,1110
GCST004757,European,400
GCST004757,German,3684
GCST004787,European,18467
GCST004787,European,45264
GCST004737,Thai,377
GCST004737,Thai,1074
GCST005826,European,3323
GCST005826,European,15785
GCST007514,Han Chinese,195
GCST004754,Korean,60
GCST004754,Korean,8279
GCST004753,Korean,410
GCST004753,Korean,8279
GCST004798,Korean,470
GCST004798,Korean,8279
GCST005235,European,142035
GCST004740,European,186
GCST004739,European,205
GCST004745,European,285
GCST004745,European,1006
GCST004738,European,186
GCST004743,European,205
GCST004742,European,205
GCST004741,European,186
GCST004799,East Asian,1034
GCST004799,East Asian,2268
GCST005626,European,1238
GCST005626,European,8172
GCST004724,European,662
GCST004724,European,37
GCST004724,European,2584
GCST004724,European,111
GCST004725,European,662
GCST004725,European,37
GCST004725,European,4250
GCST004703,European,2998
GCST004703,European,6898
GCST007828,African American,11156
GCST007828,African,4758
GCST007829,African American,11156
GCST007829,African,4758
GCST004736,East Asian,139
GCST004736,East Asian,139
GCST004638,European,1419
GCST004638,European,1684
GCST005837,European,20155
GCST005837,European,15191
GCST005837,European,34257
GCST004735,East Asian,389
GCST004735,South Asian,189
GCST004735,European,492
GCST004735,Sub Saharan African,467
GCST004735,African American,59
GCST004735,Hispanic/Latino,157
GCST004641,European,998
GCST004641,European,1545
GCST004691,European,1989
GCST004376,Dutch,4472
GCST005945,European,3238
GCST004585,European,692
GCST004585,European,3570
GCST004734,European,27850
GCST004732,European,24088
GCST004733,European,26523
GCST004727,European,4097
GCST004731,European,4097
GCST004728,European,4097
GCST004730,European,4097
GCST004729,European,4097
GCST004635,European,5518
GCST004635,European,19055
GCST006488,European,12863
GCST006488,European,40776
GCST006487,European,19521
GCST006487,European,39846
GCST004747,European,2355
GCST004747,European,7504
GCST004749,European,23223
GCST004749,European,16964
GCST004746,European,2664
GCST004746,European,21444
GCST004750,European,7426
GCST004750,European,55627
GCST004744,European,11273
GCST004744,European,55483
GCST004699,European,112717
GCST004698,European,105377
GCST004693,European,113054
GCST004697,European,112866
GCST004696,European,101185
GCST004702,European,32384
GCST004702,European,27128
GCST004701,European,12863
GCST004701,European,19521
GCST004701,European,40776
GCST004701,European,39846
GCST004700,European,12863
GCST004700,European,19521
GCST004700,European,40776
GCST004700,European,39846
GCST004694,European,112411
GCST004695,European,12863
GCST004695,European,19521
GCST004695,European,40776
GCST004695,European,39846
GCST004713,European,3558
GCST004713,European,13970
GCST004748,European,29266
GCST004748,European,56450
GCST004715,Hispanic/Latino,13184
GCST004714,Hispanic/Latino,13184
GCST004716,Hispanic/Latino,13767
GCST004842,African American,329
GCST004842,African American,514
GCST004842,African American,463
GCST004842,African American,580
GCST004843,African American,447
GCST004843,African American,498
GCST004843,African American,268
GCST004843,African American,373
GCST004844,African American,698
GCST004844,African American,1035
GCST004845,African American,461
GCST004845,African American,1035
GCST004710,European,10784
GCST004710,European,20406
GCST004841,African American,698
GCST004841,African American,1035
GCST004642,European,14889
GCST004642,African American,5707
GCST004642,Hispanic,1562
GCST004643,European,7550
GCST005755,European,45465
GCST005755,European,44088
GCST004644,African,359
GCST004644,African,934
GCST004598,European,1931
GCST006620,British,111749
GCST004721,European,1119
GCST004718,European,1119
GCST004718,European,406
GCST004718,European,2976
GCST004718,European,415
GCST004722,European,439
GCST004723,European,838
GCST004719,European,247
GCST004719,European,70
GCST004719,European,192
GCST004720,European,483
GCST004720,European,406
GCST004720,European,2976
GCST004720,European,355
GCST004720,European,187
GCST004773,European,26676
GCST004773,European,132532
GCST004774,European,26676
GCST004774,European,132532
GCST004372,European,310
GCST004372,European,511
GCST004372,European,280
GCST004372,European,94
GCST004372,European,365
GCST004533,Mylopotamos,1476
GCST004533,Pomak,1737
GCST004761,Mylopotamos,1476
GCST004761,Pomak,1737
GCST004760,Mylopotamos,1476
GCST004760,Pomak,1737
GCST004538,Mylopotamos,1476
GCST004538,Pomak,1737
GCST004537,Mylopotamos,1476
GCST004537,Pomak,1737
GCST004529,Mylopotamos,1476
GCST004529,Pomak,1737
GCST004553,Mylopotamos,1476
GCST004553,Pomak,1737
GCST004550,Mylopotamos,1476
GCST004550,Pomak,1737
GCST004548,Mylopotamos,1476
GCST004548,Pomak,1737
GCST004547,Mylopotamos,1476
GCST004547,Pomak,1737
GCST004546,Mylopotamos,1476
GCST004546,Pomak,1737
GCST004545,Mylopotamos,1476
GCST004545,Pomak,1737
GCST004542,Mylopotamos,1476
GCST004542,Pomak,1737
GCST004541,Mylopotamos,1476
GCST004541,Pomak,1737
GCST004540,Mylopotamos,1476
GCST004540,Pomak,1737
GCST004539,Mylopotamos,1476
GCST004539,Pomak,1737
GCST004536,Mylopotamos,1476
GCST004536,Pomak,1737
GCST004556,Mylopotamos,1476
GCST004556,Pomak,1737
GCST004555,Mylopotamos,1476
GCST004555,Pomak,1737
GCST004554,Mylopotamos,1476
GCST004554,Pomak,1737
GCST004552,Mylopotamos,1476
GCST004552,Pomak,1737
GCST004551,Mylopotamos,1476
GCST004551,Pomak,1737
GCST004759,Mylopotamos,1476
GCST004759,Pomak,1737
GCST004535,Mylopotamos,1476
GCST004535,Pomak,1737
GCST004544,Mylopotamos,1476
GCST004544,Pomak,1737
GCST004543,Mylopotamos,1476
GCST004543,Pomak,1737
GCST004534,Mylopotamos,1476
GCST004534,Pomak,1737
GCST004762,Mylopotamos,1476
GCST004762,Pomak,1737
GCST004532,Mylopotamos,1476
GCST004532,Pomak,1737
GCST004531,Mylopotamos,1476
GCST004531,Pomak,1737
GCST004530,Mylopotamos,1476
GCST004530,Pomak,1737
GCST004486,European,1942
GCST004486,European,4565
GCST004346,European,11988
GCST004346,European,275335
GCST004353,European,337
GCST004353,African American,30
GCST004353,Asian,1
GCST004353,Latino,4
GCST004549,European,14926
GCST004549,European,189715
GCST004549,Japanese,2119
GCST004549,Japanese,2143
GCST004377,European,4664
GCST004364,European,58799
