STUDY ACCESSION,Cleaned_Ancestry,Cleaned_Ancestry_Size
GCST005042,European,30770
GCST005042,European,286913
GCST005236,European,828
GCST005236,African,108
GCST005236,Hispanic and Native American,282
GCST005236,Asian,6
GCST005049,African American,206
GCST005049,Asian,2792
GCST005049,European,5315
GCST005049,European,55
GCST005049,European,12
GCST005022,African American,1612
GCST005022,European,1551
GCST005035,Swedish,5262
GCST004988,European,46785
GCST004988,European,42892
GCST004988,East Asian,14068
GCST004988,East Asian,13104
GCST004985,Japanese,236
GCST005075,European,1630
GCST005075,European,1712
GCST005077,European,7333
GCST005077,European,42468
GCST005077,European,1630
GCST005077,European,1712
GCST004984,Japanese,236
GCST005076,European,7333
GCST005076,European,42468
GCST004978,European,390
GCST004978,European,2510
GCST004977,European,416
GCST004977,European,2510
GCST004980,European,438
GCST004980,European,2510
GCST004979,European,1050
GCST004979,European,2510
GCST004981,Japanese,323
GCST004981,Japanese,283
GCST006036,Japanese,320
GCST006036,Japanese,1622
GCST005033,European,11280
GCST005034,European,1646
GCST005029,European,1584
GCST004946,Chinese,4384
GCST004946,Chinese,5770
GCST005030,European,779
GCST005031,European,7827
GCST005032,European,3289
GCST004895,European,11647
GCST004895,European,12356
GCST004923,Chinese,3338
GCST004923,Chinese,4849
GCST006173,European,17675
GCST004918,European,2283
GCST004883,European,44
GCST004883,European,1902
GCST006037,Chinese,669
GCST006037,Chinese,429
GCST006040,French Canadian,641
GCST006040,French Canadian,497
GCST004976,African American,480
GCST004893,European,89
GCST004893,African,17
GCST004893,Hispanic/Latino,29
GCST004893,European,4594
GCST004893,African,823
GCST004893,Hispanic/Latino,1462
GCST004903,European,33238
GCST004903,East Asian,2366
GCST004903,South Asian,1302
GCST004904,Japanese,10048
GCST004904,Japanese,5098
GCST004904,European,181999
GCST004904,European,140155
GCST004902,European,5851
GCST004902,European,5866
GCST004941,European,9888
GCST005063,European,9888
GCST005068,European,9888
GCST005070,European,9888
GCST005073,European,9888
GCST005074,European,9888
GCST005072,European,9888
GCST005071,European,9888
GCST005067,European,9888
GCST005060,European,9888
GCST005058,European,9888
GCST005069,European,9888
GCST005066,European,9888
GCST005065,European,9888
GCST005064,European,9888
GCST005062,European,9888
GCST005061,European,9888
GCST005059,European,9888
GCST004859,East Asian,705
GCST004859,East Asian,507
GCST004859,East Asian,1484
GCST004859,East Asian,2818
GCST004940,European,9888
GCST004939,European,9888
GCST004898,European,2565
GCST004898,European,6034
GCST004899,European,8643
GCST004858,European,4041
GCST004858,European,8251
GCST004890,Brazilian,2764
GCST004890,African American,22000
GCST004890,European,155786
GCST004889,Brazilian,2764
GCST004889,African American,22000
GCST004889,European,155786
GCST004892,Brazilian,2764
GCST004892,African American,22000
GCST004892,European,155786
GCST004840,Japanese,1181
GCST004840,Japanese,1617
GCST004888,Brazilian,2764
GCST004888,African American,22000
GCST004888,European,155786
GCST004894,South Asian,7888
GCST004894,South Asian,20679
GCST004894,European,387
GCST004894,European,2092
GCST004894,East Asian,19998
GCST004894,East Asian,30983
GCST004839,Japanese,1269
GCST004839,Japanese,2104
GCST004891,Brazilian,2764
GCST004891,African American,22000
GCST004891,European,155786
GCST005549,European,20693
GCST005549,European,30266
GCST004947,Japanese,21
GCST004947,Japanese,991
GCST006145,Hispanic,2071
GCST006145,Hispanic,5749
GCST006145,Pima Indian,1519
GCST006145,Pima Indian,1680
GCST006145,Indigenous Mexican,427
GCST006145,Indigenous Mexican,751
GCST004783,European,234
GCST004783,African,25
GCST004783,European,633
GCST004783,African,51
GCST004801,Japanese,205
GCST004838,European,22233
GCST004838,European,64762
GCST004802,Japanese,205
GCST004803,Japanese,205
GCST004782,European,1952
GCST004782,European,2960
GCST004778,Han Chinese,1441
GCST004778,Han Chinese,1447
GCST005137,European,431
GCST005137,North African,64
GCST005139,European,431
GCST005139,North African,64
GCST005138,European,431
GCST005138,North African,64
GCST005136,European,431
GCST005136,North African,64
GCST004828,European,6898
GCST005140,European,431
GCST005140,North African,64
GCST005135,European,431
GCST005135,North African,64
GCST005134,European,431
GCST005134,North African,64
GCST004829,European,6898
GCST004827,European,6898
GCST004830,European,6898
GCST004786,European,94
GCST004786,European,106
GCST004835,Mexican,420
GCST004834,Mexican,420
GCST004813,Japanese,132
GCST004813,Japanese,36
GCST004813,Asian,78
GCST004813,Asian,24
GCST004777,European,87359
GCST004777,European,140886
GCST004800,European,1156
GCST004775,European,87359
GCST004775,European,140886
GCST004776,European,87359
GCST004776,European,140886
GCST005037,European,42360
GCST005037,African American,380
GCST005037,Korean,2350
GCST005036,European,47227
GCST005036,African American,380
GCST005036,Korean,8034
GCST005036,Indian,7834
GCST007990,European,60801
GCST007990,European,123504
GCST004787,European,57347
GCST004787,European,219521
GCST004737,Thai,222
GCST004737,Thai,623
GCST007514,Han Chinese,97
GCST004754,Korean,28
GCST004754,Korean,605
GCST004753,Korean,587
GCST004753,Korean,605
GCST004798,Korean,615
GCST004798,Korean,605
GCST005235,European,53145
GCST004799,East Asian,2801
GCST004799,East Asian,3136
GCST004638,Finnish,485
GCST004638,Finnish,475
GCST004376,Icelandic,1350
GCST004734,European,24125
GCST004734,Hispanic/Latino,11234
GCST004734,African American,6899
GCST004732,European,9377
GCST004732,Hispanic/Latino,404
GCST004732,African American,1901
GCST004733,European,20429
GCST004733,Hispanic/Latino,11234
GCST004733,African American,6895
GCST004635,European,1801
GCST004635,European,4027
GCST006488,Icelandic,1983
GCST006488,Icelandic,1791
GCST006488,Icelandic,2064
GCST006488,Icelandic,1727
GCST006487,Icelandic,1983
GCST006487,Icelandic,1791
GCST006487,Icelandic,2064
GCST006487,Icelandic,1727
GCST004695,Icelandic,1983
GCST004695,Icelandic,1791
GCST004695,Icelandic,2064
GCST004695,Icelandic,1727
GCST004715,European,7073
GCST004715,African American,4771
GCST004714,European,7073
GCST004714,African American,2908
GCST004716,European,4730
GCST004716,African American,2908
GCST004843,African American,67
GCST004843,African American,82
GCST004843,African American,61
GCST004843,African American,90
GCST004843,European,247
GCST004843,European,118
GCST004843,European,192
GCST004843,European,126
GCST004710,European,3182
GCST004710,European,6301
GCST004841,African American,307
GCST004841,African American,475
GCST004841,European,318
GCST004841,European,365
GCST004643,European,8790
GCST004643,African American,2030
GCST004773,European,14545
GCST004773,European,38994
GCST004774,European,12543
GCST004774,European,66458
GCST004346,European,7044
GCST004346,European,11434
GCST004353,European,152
GCST004353,African American,23
GCST004353,Asian,3
GCST004520,European,8266
GCST004520,European,147562
GCST004526,European,3013
GCST004510,African American,365
GCST004510,African American,2491
GCST004510,European,427
GCST004510,European,783
GCST004527,European,3013
GCST004511,Hispanic,85
GCST004511,Hispanic,343
GCST004511,African American,158
GCST004511,African American,1106
GCST004511,European,232
GCST004511,European,1316
GCST004385,African,4187
GCST004385,Korean,14016
GCST004385,European,23914
GCST004385,Hispanic,12278
GCST004388,African,4187
GCST004388,Korean,14016
GCST004388,European,23914
GCST004388,Hispanic,12278
GCST004384,African,2375
GCST004384,Korean,3718
GCST004384,European,9348
GCST004384,Hispanic,3445
GCST004387,African,4187
GCST004387,Korean,14016
GCST004387,European,23914
GCST004387,Hispanic,12278
GCST004386,African,4187
GCST004386,Korean,14016
GCST004386,European,23914
GCST004386,Hispanic,12278
GCST004487,European,739
GCST006677,European,741
GCST006678,European,741
GCST006676,European,739
GCST006675,European,739
GCST006681,European,741
GCST004489,European,741
GCST004575,European,741
GCST004345,Korean,1283
GCST004485,European,820
GCST004335,Hispanic/Latino,4772
GCST004334,Hispanic/Latino,4772
GCST004333,Hispanic/Latino,4772
GCST004331,Hispanic/Latino,7106
GCST004332,Hispanic/Latino,4772
GCST004329,Hispanic/Latino,4772
GCST004330,Hispanic/Latino,7106
GCST004576,African American,6244
GCST004576,European,17531
GCST004576,African American,329
GCST004576,European,19956
GCST004577,African American,1437
GCST004577,European,5184
GCST004577,African American,64
GCST004577,European,5416
GCST004578,African American,4807
GCST004578,European,12347
GCST004578,African American,265
GCST004578,European,14540
GCST004564,African American,4807
GCST004564,European,12347
GCST004564,African American,265
GCST004564,European,14540
GCST004560,African American,1437
GCST004560,European,5184
GCST004560,African American,64
GCST004560,European,5416
GCST004559,African American,4807
GCST004559,European,12347
GCST004559,African American,265
GCST004559,European,14540
GCST004563,African American,6244
GCST004563,European,17531
GCST004563,African American,329
GCST004563,European,19956
GCST004568,African American,6244
GCST004568,European,17531
GCST004568,African American,329
GCST004568,European,19956
GCST004566,African American,6244
GCST004566,European,17531
GCST004566,African American,329
GCST004566,European,19956
GCST004562,African American,6244
GCST004562,European,17531
GCST004562,African American,329
GCST004562,European,19956
GCST004557,African American,6244
GCST004557,European,17531
GCST004557,African American,329
GCST004557,European,19956
GCST004290,European,6840
GCST004290,Sardinian,661
GCST004290,European,6044
GCST004290,Sardinian,1244
GCST004352,Korean,200
GCST004352,Korean,1812
GCST004567,African American,6244
GCST004567,European,17531
GCST004567,African American,329
GCST004567,European,19956
GCST004558,African American,6244
GCST004558,European,17531
GCST004558,African American,329
GCST004558,European,19956
GCST004565,African American,1437
GCST004565,European,5184
GCST004565,African American,64
GCST004565,European,5416
GCST004561,African American,6244
GCST004561,European,17531
GCST004561,African American,329
GCST004561,European,19956
GCST004496,European,21496
GCST004496,European,24385
GCST004496,European,118364
GCST004496,African American/Afro Caribbean,2326
GCST004496,African American/Afro Caribbean,855
GCST004509,European,5485
GCST004509,European,6471
GCST004509,European,13416
GCST004509,African American/Afro Caribbean,253
GCST004509,African American/Afro Caribbean,208
GCST004507,European,21496
GCST004507,European,24385
GCST004507,European,118364
GCST004507,African American/Afro Caribbean,2326
GCST004507,African American/Afro Caribbean,855
GCST004495,European,21496
GCST004495,European,24385
GCST004495,European,118364
GCST004495,African American/Afro Caribbean,2326
GCST004495,African American/Afro Caribbean,855
GCST004508,European,16011
GCST004508,European,17912
GCST004508,European,105218
GCST004508,African American/Afro Caribbean,2073
GCST004508,African American/Afro Caribbean,647
GCST004498,European,5485
GCST004498,European,6471
GCST004498,European,13416
GCST004498,African American/Afro Caribbean,253
GCST004498,African American/Afro Caribbean,208
GCST004503,European,5485
GCST004503,European,6471
GCST004503,European,13416
GCST004503,African American/Afro Caribbean,253
GCST004503,African American/Afro Caribbean,208
GCST004499,European,16011
GCST004499,European,17912
GCST004499,European,105218
GCST004499,African American/Afro Caribbean,2073
GCST004499,African American/Afro Caribbean,647
GCST004504,European,16011
GCST004504,European,17912
GCST004504,European,105218
GCST004504,African American/Afro Caribbean,2073
GCST004504,African American/Afro Caribbean,647
GCST004505,European,21496
GCST004505,European,24385
GCST004505,European,118364
GCST004505,African American/Afro Caribbean,2326
GCST004505,African American/Afro Caribbean,855
GCST004502,European,21496
GCST004502,European,24385
GCST004502,European,118364
GCST004502,African American/Afro Caribbean,2326
GCST004502,African American/Afro Caribbean,855
GCST004497,European,21496
GCST004497,European,24385
GCST004497,European,118364
GCST004497,African American/Afro Caribbean,2326
GCST004497,African American/Afro Caribbean,855
GCST004501,European,21496
GCST004501,European,24385
GCST004501,European,118364
GCST004501,African American/Afro Caribbean,2326
GCST004501,African American/Afro Caribbean,855
GCST004506,European,21496
GCST004506,European,24385
GCST004506,European,118364
GCST004506,African American/Afro Caribbean,2326
GCST004506,African American/Afro Caribbean,855
GCST004500,European,21496
GCST004500,European,24385
GCST004500,European,118364
GCST004500,African American/Afro Caribbean,2326
GCST004500,African American/Afro Caribbean,855
GCST004518,African American,981
GCST004518,African American,1730
GCST004518,European,104079
GCST004518,European,116742
GCST004519,African,2458
GCST004519,African,7685
GCST004519,European,152893
GCST004519,European,171977
GCST004302,Han Chinese,907
GCST004302,Han Chinese,2127
GCST004336,Han Chinese,922
GCST004344,European,1033
GCST004373,Japanese,3120
GCST004373,Japanese,125064
GCST004373,European,15993
GCST004373,European,113719
GCST004295,Japanese,8180
GCST004295,Japanese,28612
GCST004299,African American,447
GCST004299,African American,442
GCST004298,Japanese,8180
GCST004298,Japanese,28612
GCST004653,European,14787
GCST004645,European,14002
GCST004659,European,14002
GCST004655,European,14002
GCST004651,European,14002
GCST004660,European,14787
GCST004650,European,14787
GCST004657,European,14787
GCST004654,European,14787
GCST004656,European,14787
GCST004652,European,14787
GCST004658,European,14787
GCST004649,European,14787
GCST004343,German,1946
GCST004343,German,3146
GCST004262,Ethiopian,8
GCST004262,Ethiopian,108
GCST004259,European,46629
GCST004260,European,46629
GCST004258,European,46629
GCST004261,Ethiopian,7
GCST004261,Ethiopian,66
GCST004257,European,46629
GCST004239,Han Chinese,5514
GCST004239,Han Chinese,5464
GCST004245,Han Chinese,1365
GCST004245,Han Chinese,2854
GCST004244,Han Chinese,1365
GCST004244,Han Chinese,2854
GCST004243,Han Chinese,656
GCST004243,Han Chinese,933
GCST004242,Han Chinese,5514
GCST004242,Han Chinese,5464
GCST004241,Han Chinese,5514
GCST004241,Han Chinese,5464
GCST004240,Han Chinese,656
GCST004240,Han Chinese,933
GCST004267,European,17637
GCST004217,European,671
GCST004217,European,778
GCST004226,Korean,179
GCST004226,Korean,500
GCST007620,African,10401
GCST004277,Danish,2129
GCST004276,Danish,2129
GCST004218,European,2283
GCST004289,European,522
GCST004289,French Canadian,174
GCST004200,Han Chinese,199
GCST004200,Han Chinese,304
GCST004202,Japanese,564
GCST004202,Japanese,1863
GCST004202,European,2592
GCST004202,European,9315
GCST004219,African American,373
GCST004229,European,4610
GCST004168,African American,891
GCST004168,African American,1150
GCST004168,Hispanic,1611
GCST004168,Hispanic,4330
GCST004167,African American,607
GCST004167,African American,1146
GCST004169,African American,284
GCST004169,African American,1150
GCST004255,West African,1411
GCST004255,African American,9020
GCST004661,French,276
GCST004661,European,184
GCST004225,African American,2738
GCST004225,African American,1591
GCST004225,European,3755
GCST004201,Indian,428
GCST004201,Indian,420
GCST004220,European,225
GCST004220,European,141
GCST004220,European,7271
GCST004220,European,4838
GCST004222,European,225
GCST004222,European,7271
GCST004221,European,141
GCST004221,European,4838
GCST004288,Han Chinese,4450
GCST004288,Han Chinese,6014
GCST004171,European,172
GCST004171,European,1134
GCST004161,Indo European,1713
GCST004161,Indo European,690
GCST004161,Dravidian,481
GCST004161,Dravidian,534
GCST004166,Han Chinese,1346
GCST004166,Han Chinese,4542
GCST004231,East Asian,57490
GCST004232,Chinese,8741
GCST004238,East Asian,38060
GCST004237,Chinese,10857
GCST004236,East Asian,37842
GCST004235,Chinese,10855
GCST004234,East Asian,45953
GCST004233,Chinese,8478
GCST004159,East Asian,653
GCST004159,European,785
GCST004142,European,1804
GCST004142,European,1026
GCST004180,European,245
GCST004180,European,241
GCST004182,European,245
GCST004182,European,241
GCST004175,European,245
GCST004175,European,241
GCST004178,European,245
GCST004178,European,241
GCST004177,European,245
GCST004177,European,241
GCST004179,European,245
GCST004179,European,241
GCST004181,European,245
GCST004181,European,241
GCST004176,European,245
GCST004176,European,241
GCST004109,European,6392
GCST004146,European,1722
GCST004146,European,4385
GCST004249,European,2751
GCST004249,European,11497
GCST004248,European,3062
GCST004248,European,8977
GCST004185,European,57176
GCST004247,European,3062
GCST004247,European,8977
GCST004247,European,2751
GCST004247,European,11497
GCST004184,European,57176
GCST004246,European,5813
GCST004246,European,20474
GCST004147,European,12051
GCST004147,European,11111
GCST004147,Korean,153
GCST004147,Korean,205
GCST004183,European,57176
GCST004108,European,497
GCST004108,Hispanic,605
GCST004107,European,497
GCST004107,Hispanic,605
GCST004123,Han Chinese,599
GCST004160,Japanese,130
GCST004160,Japanese,210
GCST004126,Hispanic/Latino American,7200
GCST004124,European,2045
GCST004128,Hispanic/Latino American,7200
GCST004129,Hispanic/Latino American,7200
GCST004130,Hispanic/Latino American,7200
GCST004135,Hispanic/Latino American,7200
GCST004127,Hispanic/Latino American,7200
GCST004093,Latino,2716
GCST004093,East Asian,2518
GCST004093,African American,1585
GCST004093,European,6193
GCST004093,European,5603
GCST004140,European,618
GCST004140,European,1318
GCST004094,Latino,2716
GCST004094,East Asian,2518
GCST004094,African American,1585
GCST004094,European,6193
GCST004280,European,190318
GCST004279,European,190318
GCST004278,European,190318
GCST004165,Chinese,901
GCST004165,Chinese,1686
GCST004097,Han Chinese,79
GCST004097,Han Chinese,291
GCST004172,Arab,283
GCST004172,Arab,221
GCST004173,Arab,54
GCST004173,Arab,225
GCST004174,Arab,234
GCST004174,Arab,225
GCST004072,East Asian,52
GCST004072,East Asian,302
GCST003961,European,3863
GCST003961,African American,562
GCST003961,Asian,886
GCST003961,Mexican American,1411
GCST004088,European,224
GCST004088,European,921
GCST004088,Mayan,152
GCST004088,Mayan,323
GCST004088,Middle Eastern,198
GCST004088,Middle Eastern,391
GCST004034,European,768
GCST004034,European,4845
GCST004034,Hispanic/Latin American,144
GCST004034,Hispanic/Latin American,492
GCST003881,European,604
GCST003881,European/Asian,34
GCST003881,European,2871
GCST003881,European/Asian,40
GCST003881,European,589
GCST003881,European,1148
GCST005274,European,2021
GCST005273,European,2021
GCST005273,European,2566
GCST005272,European,1516
GCST005271,European,1156
GCST005270,European,606
GCST006410,European,187
GCST006410,European,421
GCST006410,European,461
GCST006410,European,447
GCST003085,European,798
GCST003085,Japanese,1611
GCST003085,African American,191
GCST003080,European,110
GCST003080,Black,21
GCST003080,Hispanic,10
GCST003080,Asian,1
GCST003080,European,366
GCST003080,Black,88
GCST003080,Hispanic,29
GCST003080,Asian,5
GCST003079,European,3
GCST003079,European,57
GCST003079,European,61
GCST003079,European,62
GCST003079,European,21
GCST003078,European,3
GCST003078,European,57
GCST003078,European,61
GCST003078,European,62
GCST003078,European,21
GCST003071,European,3
GCST003071,European,57
GCST003071,European,61
GCST003071,European,62
GCST003071,European,21
GCST003070,European,3
GCST003070,European,57
GCST003070,European,61
GCST003070,European,62
GCST003070,European,21
GCST003072,European,3
GCST003072,European,57
GCST003072,European,61
GCST003072,European,62
GCST003072,European,21
GCST003614,European,833
GCST003614,European,476
GCST003062,European,22
GCST003062,European,74
GCST003062,African,2
GCST003062,African,9
GCST003062,Hispanic,5
GCST003062,Hispanic,18
GCST003062,East Asian,8
GCST003062,East Asian,23
GCST003062,Aboriginal Canadian,4
GCST003062,Aboriginal Canadian,11
GCST003061,European,785
GCST003061,European,791
GCST003060,Ashkenazi Jewish,34
GCST003060,Ashkenazi Jewish,41
GCST003053,European,298
GCST003053,European,324
GCST003052,East Asian,2223
GCST003052,East Asian,4724
GCST003051,European,1090
GCST003049,European,2960
GCST003049,European,2646
GCST003045,European,10679
GCST003045,European,26715
GCST003045,Iranian,397
GCST003045,Iranian,342
GCST003045,Indian,1239
GCST003045,Indian,990
GCST003045,East Asian,1134
GCST003045,East Asian,3719
GCST003043,European,25273
GCST003043,European,26715
GCST003043,Iranian,548
GCST003043,Iranian,342
GCST003043,Indian,1423
GCST003043,Indian,990
GCST003043,East Asian,2824
GCST003043,East Asian,3719
GCST003046,Han Chinese,74
GCST003046,Han Chinese,1661
GCST003044,European,14594
GCST003044,European,26715
GCST003044,Iranian,151
GCST003044,Iranian,342
GCST003044,Indian,184
GCST003044,Indian,990
GCST003044,East Asian,1690
GCST003044,East Asian,3719
GCST003042,European,263
GCST003042,European,320
GCST003042,South Asian,334
GCST003042,South Asian,365
GCST003040,Silk Road,481
GCST003040,European,270
GCST003033,Silk Road,481
GCST003033,European,270
GCST003036,Silk Road,481
GCST003036,European,270
GCST003034,Silk Road,481
GCST003034,European,270
GCST003035,Silk Road,481
GCST003035,European,6162
GCST003032,Silk Road,481
GCST003032,European,270
GCST003041,Silk Road,481
GCST003041,European,6162
GCST003037,Silk Road,481
GCST003037,European,270
GCST003039,Silk Road,481
GCST003039,European,270
GCST003038,European,100
GCST003038,European,407
GCST003031,European and Hispanic,107
GCST003031,European and Hispanic,323
GCST003028,Japanese,6065
GCST003024,Korean,112
GCST003027,European,867
GCST003027,European,4364
GCST003017,East Asian,4725
GCST003017,East Asian,9969
GCST003018,East Asian,21
GCST003018,East Asian,546
GCST003015,European,689
GCST003015,European,41
GCST003014,Old Order Amish,843
GCST003627,African American,52
GCST003627,European,437
GCST003627,African American,38
GCST003627,European,352
GCST003010,East Asian,7408
GCST003010,East Asian,7548
GCST003007,East Asian,3663
GCST003007,East Asian,7548
GCST003009,East Asian,3738
GCST003009,East Asian,7548
GCST002993,Han Chinese,375
GCST002983,Caribbean Hispanic,550
GCST002983,Caribbean Hispanic,236
GCST002978,European,43
GCST002978,African,22
GCST002978,Brazilian,40
GCST002978,European,183
GCST002978,African,39
GCST002978,Brazilian,67
GCST002979,European,101
GCST002979,African,33
GCST002979,Asian,50
GCST002980,Korean,1206
GCST002982,European,380
GCST002968,Thai,95
GCST002968,Thai,95
GCST003256,Western European,253
GCST002961,European,1182
GCST002959,European,1182
GCST002964,European,1182
GCST002965,European,1182
GCST002966,European,1182
GCST002962,European,652
GCST002962,African American,212
GCST002954,Japanese,528
GCST002954,Japanese,5824
GCST002954,Japanese,480
GCST002954,Japanese,1364
GCST002954,Japanese,3
GCST002954,Japanese,24
GCST002953,European,242
GCST002953,European,239
GCST002952,European,242
GCST002952,European,239
GCST002951,European,149
GCST002951,European,73
GCST002947,European,343
GCST002946,European,343
GCST002943,Han Chinese,6879
GCST002943,Han Chinese,9019
GCST002944,European,4599
GCST002944,African American,2265
GCST002944,European,2940
GCST002944,African American,2414
GCST002948,European,439
GCST002940,Han Chinese,2542
GCST002940,Han Chinese,3620
GCST002939,African American,119
GCST002939,European,1221
GCST002933,African American,942
GCST002921,European,586
GCST002921,European,2111
GCST002924,European,77
GCST002924,Yoruban,87
GCST002924,African,83
GCST002922,European,586
GCST002922,European,2111
GCST002920,European,9786
GCST002914,African American,2868
GCST002912,Japanese,240
GCST002912,Japanese,869
GCST002910,European,346
GCST002910,European,254
GCST002911,Korean,4093
GCST002909,Han Chinese,3020
GCST002909,Han Chinese,4424
GCST002907,European,5278
GCST002905,European,1563
GCST002903,European,3372
GCST002901,European,3330
GCST002901,European,42
GCST002901,European,1351
GCST002902,European,1351
GCST002895,Sardinian,201
GCST002895,Sardinian,1467
GCST002895,European,61485
GCST002895,European,60860
GCST002893,European,3918
GCST002894,European,3918
GCST002892,European,113
GCST002892,European,509
GCST002889,European,6268
GCST002889,European,14172
GCST002886,European,7973
GCST002890,European,7779
GCST002890,European,7623
GCST002884,European,219
GCST002884,European,262
GCST002882,European,1922
GCST002882,African and Asian,19
GCST002883,European,1922
GCST002883,African and Asian,19
GCST002881,European,2025
GCST002879,Chinese,6600
GCST002879,Chinese,8127
GCST002877,European,498
GCST002878,European,1109
GCST002878,European,2264
GCST002876,European,185
GCST002876,European,340
GCST002874,European,5134
GCST002874,European,5633
GCST002874,Chinese,5151
GCST002874,Chinese,5152
GCST002873,European,1422
GCST002873,European,1908
GCST002865,European,6745
GCST002870,European,6745
GCST002869,European,181
GCST002869,European,64
GCST002856,European,153
GCST002856,Black,257
GCST002855,European,710
GCST002855,European,289
GCST002855,European,290
GCST002851,Korean,840
GCST002851,Korean,840
GCST002852,Korean,840
GCST002852,Korean,840
GCST002853,Korean,840
GCST002853,Korean,840
GCST002854,Korean,840
GCST002854,Korean,840
GCST002850,European,8436
GCST002850,African American,1444
GCST002849,European,20720
GCST002849,African American,3146
GCST002847,Korean,1494
GCST002844,European,1383
GCST002844,European,1728
GCST002845,Chinese,2152
GCST002845,Chinese,2476
GCST002845,Thai,460
GCST002845,Thai,965
GCST002842,European,956
GCST002842,European,4214
GCST002841,Han Chinese,755
GCST002841,Han Chinese,944
GCST002840,European,1383
GCST002840,European,4609
GCST002838,European,423
GCST002838,European,467
GCST004950,European,46785
GCST004950,European,42892
GCST002837,European,49
GCST002833,Han Chinese,876
GCST002834,East Asian,6234
GCST002834,European,2007
GCST002836,Japanese,3460
GCST002835,European,2844
GCST002835,European,7270
GCST002827,European,13959
GCST002823,European,82
GCST002823,European,98
GCST002824,Turkish,2030
GCST002824,Turkish,1904
GCST002825,Hispanic,1601
GCST002825,European,1259
GCST002818,African American,1395
GCST002818,African American,457
GCST002818,European,513
GCST002818,European,168
GCST002814,European,4
GCST002814,European,4
GCST002814,European,4
GCST002814,European,4
GCST002817,European,718
GCST002817,European,1699
GCST002813,European,1250
GCST002813,European,536
GCST002811,Chinese,1663
GCST002811,Chinese,1874
GCST002810,Russian,1085
GCST002810,Russian,2865
GCST002810,Sub Saharan African,2277
GCST002810,Sub Saharan African,2360
GCST002809,European,436
GCST002809,European,801
GCST002808,European,3009
GCST002808,European,2586
GCST002803,Rucphen,1246
GCST002803,Silk Road,353
GCST002802,Rucphen,1261
GCST002802,Silk Road,335
GCST002796,European,439
GCST005539,European,1016
GCST005539,European,1060
GCST002791,European,62
GCST002791,European,69
GCST002786,European,718
GCST002787,East Asian,1530
GCST002787,East Asian,6230
GCST002787,Southern Indian,1064
GCST002787,Southern Indian,3536
GCST002787,Hispanic,140
GCST002787,Hispanic,233
GCST002787,Middle Eastern,347
GCST002787,Middle Eastern,1108
GCST002787,European,3588
GCST002787,European,9012
GCST002787,South African Black,102
GCST002787,South African Black,379
GCST002787,Uyghur,50
GCST002787,Uyghur,49
GCST002784,European,1545
GCST002782,European,36570
GCST002782,European,30172
GCST002782,Filipino,915
GCST002782,Filipino,735
GCST002782,African American/Afro Caribbean,2351
GCST002782,African American/Afro Caribbean,6258
GCST002782,South Asian,2285
GCST002782,South Asian,506
GCST002782,Seychellois,195
GCST002782,Seychellois,266
GCST004066,European,36570
GCST004066,European,30172
GCST004066,Filipino,915
GCST004066,Filipino,735
GCST004066,African American/Afro Caribbean,2351
GCST004066,African American/Afro Caribbean,6258
GCST004066,South Asian,2285
GCST004066,South Asian,506
GCST004066,Seychellois,195
GCST004066,Seychellois,266
GCST004063,European,36570
GCST004063,European,30172
GCST004063,Filipino,915
GCST004063,Filipino,735
GCST004063,African American/Afro Caribbean,2351
GCST004063,African American/Afro Caribbean,6258
GCST004063,South Asian,2285
GCST004063,South Asian,506
GCST004063,Seychellois,195
GCST004063,Seychellois,266
GCST004067,European,36570
GCST004067,European,30172
GCST004067,Filipino,915
GCST004067,Filipino,735
GCST004067,African American/Afro Caribbean,2351
GCST004067,African American/Afro Caribbean,6258
GCST004067,South Asian,2285
GCST004067,South Asian,506
GCST004067,Seychellois,195
GCST004067,Seychellois,266
GCST004065,European,36570
GCST004065,European,30172
GCST004065,Filipino,915
GCST004065,Filipino,735
GCST004065,African American/Afro Caribbean,2351
GCST004065,African American/Afro Caribbean,6258
GCST004065,South Asian,2285
GCST004065,South Asian,506
GCST004065,Seychellois,195
GCST004065,Seychellois,266
GCST004064,European,36570
GCST004064,European,30172
GCST004064,Filipino,915
GCST004064,Filipino,735
GCST004064,African American/Afro Caribbean,2351
GCST004064,African American/Afro Caribbean,6258
GCST004064,South Asian,2285
GCST004064,South Asian,506
GCST004064,Seychellois,195
GCST004064,Seychellois,266
GCST002783,European,48274
GCST002783,European,39864
GCST002783,African American or Afro Caribbean,2441
GCST002783,African American or Afro Caribbean,6314
GCST002783,Filipino,919
GCST002783,Filipino,828
GCST002783,Seychellois,205
GCST002783,Seychellois,287
GCST002783,South Asian,2964
GCST002783,South Asian,658
GCST002781,Japanese,1167
GCST002781,Japanese,7178
GCST002779,East Asian,43
GCST002779,East Asian,278
GCST002779,Indian,20
GCST002779,Indian,56
GCST002779,Brazilian,39
GCST002779,Brazilian,135
GCST002776,European,42
GCST002776,European,121
GCST002776,European,96
GCST002776,European,288
GCST002773,Japanese,1048
GCST002773,Japanese,1334
GCST002772,Chinese,6765
GCST002772,Chinese,9505
GCST002770,European,541
GCST002768,European,3378
GCST002766,East Asian,4226
GCST002766,East Asian,10289
GCST002762,Chinese,2363
GCST002762,Malay,2225
GCST002762,Indian,2025
GCST002765,Chinese,2405
GCST002765,Malay,2305
GCST002765,Indian,2131
GCST004866,European,764
GCST004866,European,2256
